,Code,Name,TradeVolume,TradeValue,OpeningPrice,HighestPrice,LowestPrice,ClosingPrice,Change,Transaction
1523,1476,儒鴻,469834.0,237759538.0,512.0,512.0,503.0,505.0,-8.0,1102.0
292,1477,聚陽,1414703.0,549396504.0,385.0,395.0,384.5,384.5,-0.5,1625.0
1524,1477,聚陽,1140310.0,421256147.0,375.5,375.5,366.5,368.0,-11.5,1611.0
293,1503,士電,25491011.0,8252252847.0,310.0,334.0,307.0,334.0,30.0,25048.0
1525,1503,士電,19145008.0,5972911687.0,300.0,322.5,297.0,307.0,-2.0,23029.0
294,1504,東元,73048750.0,4359288317.0,56.5,61.8,56.1,60.8,4.3,43979.0
1526,1504,東元,28632916.0,1637989998.0,58.4,58.8,56.3,56.3,-2.9,17374.0
295,1506,正道,1584984.0,26661530.0,16.1,17.15,16.1,17.0,0.9,691.0
1527,1506,正道,501029.0,8191327.0,16.65,16.65,16.2,16.3,-0.35,217.0
296,1512,瑞利,30459.0,312547.0,10.35,10.35,10.2,10.3,-0.05,57.0
1528,1512,瑞利,10834.0,111182.0,10.15,10.35,10.15,10.25,-0.1,47.0
297,1513,中興電,120277910.0,24459097640.0,196.0,212.0,194.0,212.0,19.0,82149.0
1529,1513,中興電,77076481.0,14926875297.0,197.0,201.0,189.0,190.5,-12.5,54654.0
298,1514,亞力,100968866.0,16235522617.0,151.5,168.0,150.0,168.0,15.0,58771.0
1530,1514,亞力,13046938.0,2126457362.0,168.0,170.0,158.5,167.5,-7.5,12103.0
299,1515,力山,1197860.0,60147037.0,50.7,50.9,49.65,50.1,0.1,992.0
1531,1515,力山,1544003.0,74053945.0,49.5,49.5,47.3,47.6,-1.8,1353.0
300,1516,川飛,47204.0,818263.0,17.45,17.45,17.3,17.3,-0.15,83.0
1532,1516,川飛,93770.0,1577227.0,16.9,17.15,16.65,16.75,-0.5,127.0
301,1517,利奇,1160580.0,19191581.0,16.6,16.7,16.3,16.55,-0.05,910.0
1533,1517,利奇,920394.0,14489093.0,16.15,16.15,15.5,15.5,-0.75,809.0
302,1519,華城,5987367.0,5556245961.0,896.0,946.0,893.0,946.0,86.0,7576.0
1534,1519,華城,12541398.0,10929609632.0,862.0,896.0,828.0,864.0,-12.0,14514.0
303,1521,大億,47460.0,1873154.0,40.4,40.4,39.2,39.35,-0.6,69.0
1535,1521,大億,170277.0,6411283.0,38.65,38.65,36.65,37.15,-1.5,166.0
304,1522,堤維西,4901492.0,263601055.0,53.7,54.5,53.0,53.9,0.2,3516.0
1536,1522,堤維西,3919487.0,203554400.0,54.0,54.0,51.0,51.7,-2.3,2619.0
305,1522A,堤維西甲特,2000.0,90300.0,45.1,45.2,45.1,45.2,0.0,2.0
1537,1522A,堤維西甲特,1000.0,45200.0,45.2,45.2,45.2,45.2,-0.05,1.0
306,1524,耿鼎,6866746.0,252620127.0,36.4,37.35,35.9,36.75,1.1,3651.0
1538,1524,耿鼎,7349046.0,250278166.0,36.0,36.05,32.85,33.3,-2.8,4287.0
307,1525,江申,38236.0,2798051.0,73.2,73.5,73.0,73.0,-0.5,56.0
1539,1525,江申,99568.0,6881201.0,70.7,70.7,68.8,68.9,-1.7,199.0
308,1526,日馳,184433.0,6434995.0,35.2,35.2,34.75,35.0,-0.1,503.0
1540,1526,日馳,225864.0,7693630.0,34.3,34.35,33.9,34.05,-0.4,585.0
309,1527,鑽全,345122.0,14612034.0,42.35,42.55,42.05,42.25,0.2,375.0
1541,1527,鑽全,476992.0,19692385.0,41.8,41.95,41.05,41.1,-0.85,554.0
310,1528,恩德,1226312.0,15823798.0,13.0,13.05,12.75,13.05,0.2,660.0
1542,1528,恩德,1493120.0,18424659.0,12.7,12.7,12.2,12.2,-0.55,841.0
311,1529,樂事綠能,7227470.0,261693522.0,35.7,37.0,35.35,36.25,0.55,4454.0
1543,1529,樂事綠能,3521824.0,118825234.0,35.2,35.2,33.1,33.2,-2.2,2983.0
312,1530,亞崴,267982.0,8720715.0,32.1,32.95,32.05,32.85,0.85,271.0
1544,1530,亞崴,71396.0,2289530.0,32.4,32.4,31.8,31.9,-0.45,252.0
313,1531,高林股,163444.0,2207122.0,13.45,13.6,13.45,13.6,0.05,92.0
1545,1531,高林股,115748.0,1563196.0,13.5,13.6,13.45,13.6,-0.05,135.0
314,1532,勤美,10083516.0,415467978.0,40.2,41.9,40.1,41.35,1.6,5988.0
1546,1532,勤美,5246358.0,211763490.0,41.4,41.4,39.8,40.2,-1.15,3318.0
315,1533,車王電,172135.0,8119995.0,47.2,47.3,47.05,47.1,-0.25,148.0
1547,1533,車王電,204273.0,9274253.0,46.2,46.2,45.0,45.0,-1.2,183.0
316,1535,中宇,787273.0,60286985.0,74.5,78.5,74.3,77.0,2.6,789.0
1548,1535,中宇,553955.0,41998512.0,77.2,77.3,74.9,76.4,-0.7,584.0
317,1536,和大,1805994.0,98598741.0,55.4,55.5,54.1,54.1,-1.2,2303.0
1549,1536,和大,1943599.0,99884176.0,52.8,52.8,50.7,50.9,-2.4,2149.0
318,1537,廣隆,144288.0,20015343.0,139.0,139.0,138.0,138.5,-0.5,155.0
1550,1537,廣隆,160880.0,22070420.0,137.0,137.5,136.5,137.5,0.0,196.0
319,1538,正峰,69187.0,1221359.0,17.5,18.5,17.3,18.2,0.0,102.0
1551,1538,正峰,4140.0,71180.0,17.5,17.5,17.1,17.1,-0.4,25.0
320,1539,巨庭,135648.0,3363497.0,24.9,24.9,24.7,24.85,0.1,107.0
1552,1539,巨庭,404075.0,9624144.0,24.65,24.65,23.35,23.85,-0.5,302.0
321,1540,喬福,883418.0,17441697.0,19.4,19.95,19.35,19.7,0.3,586.0
1553,1540,喬福,802634.0,15543646.0,19.75,19.75,19.2,19.35,-0.4,536.0
322,1541,錩泰,144476.0,4779297.0,32.1,33.9,32.1,32.85,0.95,125.0
1554,1541,錩泰,27030.0,859560.0,31.9,32.0,31.65,31.7,-0.7,26.0
323,1558,伸興,57268.0,5635576.0,98.6,98.6,98.0,98.3,0.5,366.0
1555,1558,伸興,88792.0,8693824.0,98.0,98.2,97.7,97.9,-0.3,633.0
324,1560,中砂,2046399.0,529824095.0,255.5,263.0,255.5,256.0,1.5,3143.0
1556,1560,中砂,2906752.0,725274990.0,254.0,254.0,246.0,250.0,-4.0,2619.0
325,1568,倉佑,852402.0,25684843.0,30.45,30.55,29.95,29.95,-0.3,450.0
1557,1568,倉佑,1035414.0,29907356.0,29.6,29.6,28.6,28.65,-0.9,547.0
326,1582,信錦,5638038.0,514996933.0,89.1,92.5,89.0,91.4,2.8,4168.0
1558,1582,信錦,3192672.0,277235761.0,89.4,89.4,85.6,86.2,-3.4,3072.0
327,1583,程泰,42239.0,3215218.0,75.8,77.0,75.7,75.8,0.0,49.0
1559,1583,程泰,54788.0,4023995.0,75.2,75.2,72.0,72.1,-2.9,66.0
328,1587,吉茂,5245340.0,231561545.0,42.0,44.8,42.0,44.8,4.05,2742.0
1560,1587,吉茂,4590216.0,216845358.0,47.5,49.6,44.5,49.0,-0.25,3011.0
329,1589,永冠-KY,1346595.0,66831638.0,50.1,50.2,49.2,49.7,-0.7,2032.0
1561,1589,永冠-KY,1764406.0,84588550.0,49.2,49.2,47.4,47.6,-1.95,3696.0
330,1590,亞德客-KY,642584.0,738907105.0,1155.0,1160.0,1130.0,1150.0,-5.0,506.0
1562,1590,亞德客-KY,707811.0,770933125.0,1110.0,1125.0,1070.0,1080.0,-45.0,1012.0
331,1597,直得,479461.0,35106470.0,73.1,74.2,72.5,72.6,-0.4,446.0
1563,1597,直得,592083.0,40519899.0,70.0,70.0,67.3,67.8,-3.1,697.0
332,1598,岱宇,130606.0,4016136.0,30.85,30.95,30.6,30.85,0.0,126.0
1564,1598,岱宇,244570.0,7480174.0,30.85,30.85,30.35,30.35,-0.6,212.0
333,1603,華電,15330826.0,715357132.0,44.35,47.8,43.65,46.6,2.25,9302.0
1565,1603,華電,7594146.0,331540593.0,46.4,46.4,42.2,42.35,-4.05,4751.0
334,1604,聲寶,1020543.0,29167596.0,28.55,28.8,28.4,28.7,0.2,711.0
1566,1604,聲寶,1201436.0,34057444.0,28.7,28.7,28.15,28.4,-0.3,759.0
335,1605,華新,39391020.0,1548800659.0,38.7,39.85,38.45,39.2,0.45,19542.0
1567,1605,華新,48501259.0,1883434331.0,39.8,40.0,37.85,38.05,-1.55,24637.0
336,1608,華榮,38543612.0,1416764258.0,34.5,38.0,34.0,38.0,3.45,18030.0
1568,1608,華榮,48835796.0,1844437649.0,38.5,39.7,36.8,36.8,-2.2,25111.0
337,1609,大亞,101491251.0,4934762850.0,46.05,50.6,45.65,50.6,4.6,49285.0
1569,1609,大亞,231666163.0,12829422963.0,55.5,57.4,53.6,53.6,-2.0,117424.0
338,1611,中電,3153352.0,55416040.0,17.15,17.75,17.05,17.6,0.5,1553.0
1570,1611,中電,1816735.0,30963359.0,17.3,17.3,16.85,17.0,-0.5,1136.0
339,1612,宏泰,25844853.0,958444920.0,35.1,38.05,34.65,38.05,3.45,12215.0
1571,1612,宏泰,24405820.0,915882231.0,38.5,39.35,36.6,36.95,-2.05,12537.0
340,1614,三洋電,58111.0,2257850.0,38.9,39.05,38.7,39.0,0.0,70.0
1572,1614,三洋電,215951.0,8487930.0,39.4,39.7,39.0,39.05,-0.4,122.0
341,1615,大山,1258899.0,76349939.0,58.2,61.5,58.2,60.6,1.8,1028.0
1573,1615,大山,920708.0,54183681.0,61.0,61.0,58.2,58.2,-2.2,811.0
342,1616,億泰,3982497.0,88376115.0,20.45,22.9,20.45,22.9,2.0,2448.0
1574,1616,億泰,10002809.0,213744048.0,21.9,22.5,21.15,21.3,-2.15,4799.0
343,1617,榮星,1961109.0,37555987.0,18.6,19.8,18.1,18.9,0.8,1237.0
1575,1617,榮星,18139874.0,406146863.0,21.55,22.8,21.4,22.55,1.8,8583.0
344,1618,合機,19659622.0,816150784.0,39.1,43.05,38.6,43.05,3.9,10534.0
1576,1618,合機,82819539.0,4084166195.0,48.25,51.0,48.1,48.3,0.95,45790.0
345,1626,艾美特-KY,51983.0,830497.0,16.0,16.0,15.95,16.0,0.05,113.0
1577,1626,艾美特-KY,382875.0,6083704.0,15.95,15.95,15.8,15.9,-0.05,1582.0
346,1701,中化,1348375.0,30566881.0,22.9,22.9,22.55,22.65,-0.3,958.0
1578,1701,中化,1814904.0,39161143.0,21.95,21.95,21.35,21.45,-0.7,1088.0
347,1702,南僑,754414.0,42361277.0,56.4,56.5,55.9,56.1,-0.3,586.0
1579,1702,南僑,845253.0,46752285.0,56.0,56.0,55.0,55.3,-0.8,639.0
348,1707,葡萄王,184565.0,29445545.0,159.0,160.5,158.5,159.0,0.5,273.0
1580,1707,葡萄王,433963.0,67335650.0,157.5,157.5,154.0,154.5,-3.0,734.0
349,1708,東鹼,451560.0,13921514.0,30.95,30.95,30.75,30.8,-0.1,330.0
1581,1708,東鹼,1071992.0,32424801.0,30.8,30.8,30.05,30.1,-0.75,870.0
350,1709,和益,237857.0,4669085.0,19.65,19.7,19.55,19.6,-0.05,521.0
1582,1709,和益,825513.0,15945895.0,19.6,19.6,19.15,19.2,-0.4,957.0
351,1710,東聯,904826.0,16128888.0,17.8,17.95,17.75,17.85,0.0,484.0
1583,1710,東聯,3084200.0,53370128.0,17.75,17.75,17.1,17.25,-0.5,1965.0
352,1711,永光,802234.0,16288476.0,20.3,20.45,20.2,20.25,-0.05,608.0
1584,1711,永光,1198763.0,23809552.0,20.3,20.3,19.65,19.8,-0.5,903.0
353,1712,興農,542877.0,21225073.0,38.85,39.25,38.85,39.05,0.25,472.0
1585,1712,興農,960534.0,37237910.0,39.15,39.15,38.6,38.7,-0.45,778.0
354,1713,國化,174877.0,7867814.0,44.85,45.3,44.55,45.0,0.05,164.0
1586,1713,國化,313451.0,13805845.0,44.85,44.85,43.5,43.55,-1.25,306.0
355,1714,和桐,754180.0,6617184.0,8.79,8.79,8.75,8.78,-0.01,486.0
1587,1714,和桐,1823299.0,15863037.0,8.87,8.87,8.6,8.65,-0.15,855.0
356,1717,長興,1884063.0,60349101.0,32.05,32.15,31.9,32.1,-0.1,1103.0
1588,1717,長興,3056185.0,95580728.0,31.95,31.95,30.9,31.15,-1.1,2071.0
357,1718,中纖,1550653.0,11422306.0,7.41,7.44,7.34,7.35,-0.04,829.0
1589,1718,中纖,2316493.0,16842667.0,7.36,7.39,7.22,7.24,-0.12,1282.0
358,1720,生達,753976.0,48514329.0,64.7,64.9,64.1,64.2,-0.5,768.0
1590,1720,生達,1264392.0,78592898.0,63.4,63.4,61.6,62.0,-1.6,1279.0
359,1721,三晃,662887.0,9676697.0,14.6,14.75,14.5,14.5,-0.1,468.0
1591,1721,三晃,1286114.0,18172235.0,14.3,14.3,14.05,14.15,-0.25,1040.0
360,1722,台肥,2506905.0,157855331.0,63.1,63.2,62.7,63.0,-0.2,1340.0
1592,1722,台肥,4145092.0,256944510.0,62.8,63.0,61.6,61.8,-1.1,2357.0
361,1723,中碳,382710.0,44136461.0,116.0,116.0,115.0,115.0,-1.0,472.0
1593,1723,中碳,1024148.0,115236735.0,114.0,114.0,111.5,112.0,-2.0,908.0
362,1725,元禎,236539.0,8005740.0,34.0,34.4,33.6,33.6,-0.35,199.0
1594,1725,元禎,474505.0,14775245.0,31.55,31.95,30.25,30.8,-1.7,374.0
363,1726,永記,43334.0,3465623.0,79.6,80.5,79.3,80.3,0.4,43.0
1595,1726,永記,20473.0,1602120.0,78.0,78.5,78.0,78.2,-0.5,74.0
364,1727,中華化,838865.0,25126388.0,29.55,30.2,29.55,29.85,0.2,628.0
1596,1727,中華化,963098.0,27993278.0,30.0,30.0,28.7,28.95,-1.2,842.0
365,1730,花仙子,19909.0,1125719.0,56.6,56.6,56.5,56.6,0.0,34.0
1597,1730,花仙子,71896.0,4042821.0,56.5,56.5,56.1,56.3,-0.2,121.0
366,1731,美吾華,315587.0,7803597.0,24.55,24.85,24.5,24.8,0.4,207.0
1598,1731,美吾華,647951.0,15741876.0,25.0,25.0,24.05,24.25,-0.7,434.0
367,1732,毛寶,140149.0,3843950.0,27.8,27.8,27.3,27.35,-0.15,110.0
1599,1732,毛寶,226052.0,5954266.0,27.1,27.1,26.15,26.35,-0.85,203.0
368,1733,五鼎,731582.0,25820127.0,35.4,35.9,34.95,35.0,-0.2,568.0
1600,1733,五鼎,1167898.0,39160316.0,34.25,34.25,33.25,33.75,-0.75,742.0
369,1734,杏輝,596849.0,21912962.0,37.0,37.0,36.6,36.6,-0.35,648.0
1601,1734,杏輝,1102092.0,39493356.0,36.2,36.3,35.6,35.8,-0.4,854.0
370,1735,日勝化,30081.0,507836.0,16.9,16.9,16.8,16.85,-0.1,100.0
1602,1735,日勝化,28060.0,470732.0,16.75,16.75,16.7,16.75,0.0,231.0
371,1736,喬山,3475131.0,276537020.0,80.9,81.3,78.0,80.2,-0.2,4534.0
1603,1736,喬山,2237565.0,167760070.0,76.2,76.7,74.1,74.4,-3.2,1760.0
372,1737,臺鹽,225428.0,7601709.0,33.7,33.8,33.7,33.7,0.0,383.0
1604,1737,臺鹽,318332.0,10700607.0,33.7,33.7,33.55,33.6,-0.05,580.0
373,1752,南光,168279.0,7745073.0,46.15,46.2,45.9,46.15,0.0,163.0
1605,1752,南光,357910.0,16089500.0,45.75,45.75,44.7,44.85,-0.95,302.0
374,1760,寶齡富錦,1425418.0,150174548.0,108.0,108.0,103.5,104.0,-5.5,1447.0
1606,1760,寶齡富錦,709743.0,71954523.0,104.0,104.0,100.0,102.0,-1.0,651.0
375,1762,中化生,491351.0,23205798.0,47.7,47.7,47.05,47.15,-0.5,2081.0
1607,1762,中化生,386728.0,17560585.0,46.15,46.15,45.1,45.1,-1.05,1330.0
376,1773,勝一,1152060.0,220781934.0,188.0,194.5,188.0,190.0,2.0,2455.0
1608,1773,勝一,1276341.0,231337223.0,187.0,187.0,178.0,181.0,-7.5,4194.0
377,1776,展宇,80896.0,1420378.0,17.8,17.8,17.45,17.5,0.0,55.0
1609,1776,展宇,50808.0,872802.0,17.35,17.35,17.1,17.15,-0.35,45.0
378,1783,和康生,55776.0,2545130.0,46.0,46.0,45.3,45.4,-0.3,191.0
1610,1783,和康生,243802.0,10647294.0,44.55,44.55,43.25,43.35,-1.2,462.0
379,1786,科妍,1225300.0,133619605.0,108.5,111.0,107.5,108.5,-0.5,1194.0
1611,1786,科妍,1749674.0,181218812.0,107.5,109.0,99.2,104.0,-5.5,1829.0
380,1789,神隆,1940126.0,53407544.0,27.85,28.0,27.3,27.45,-0.6,1240.0
1612,1789,神隆,1675488.0,45363567.0,27.4,27.4,26.8,26.95,-0.5,824.0
381,1795,美時,15599640.0,5301886549.0,328.0,347.0,325.0,342.0,17.0,15037.0
1613,1795,美時,13975149.0,4696552861.0,337.0,343.5,329.0,334.0,1.5,11898.0
382,1802,台玻,2933255.0,50419992.0,17.2,17.3,17.1,17.2,-0.05,1418.0
1614,1802,台玻,6477510.0,108872452.0,17.15,17.2,16.6,16.75,-0.45,3189.0
383,1805,寶徠,259278.0,4894145.0,18.8,19.15,18.55,18.9,0.1,205.0
1615,1805,寶徠,1307177.0,25284159.0,19.7,19.8,18.8,19.2,-1.55,734.0
384,1806,冠軍,289233.0,2892977.0,10.1,10.1,9.92,9.96,-0.14,201.0
1616,1806,冠軍,526364.0,5024833.0,9.9,9.9,9.32,9.44,-0.45,476.0
385,1808,潤隆,3124248.0,350147024.0,111.0,113.5,110.5,112.5,1.5,2438.0
1617,1808,潤隆,4456273.0,468610171.0,108.0,108.0,103.5,104.0,-5.0,4532.0
386,1809,中釉,3621308.0,91418054.0,25.95,26.0,24.95,25.1,-0.6,1655.0
1618,1809,中釉,2926139.0,68466355.0,24.4,24.4,23.05,23.3,-0.9,1637.0
387,1810,和成,504679.0,8694735.0,17.35,17.35,17.15,17.3,-0.1,332.0
1619,1810,和成,24916312.0,518361042.0,20.9,20.9,20.2,20.9,1.9,8256.0
388,1817,凱撒衛,196922.0,7325557.0,37.55,37.75,37.0,37.25,-0.1,148.0
1620,1817,凱撒衛,259698.0,9613371.0,37.65,37.65,36.8,37.05,-0.5,223.0
389,1903,士紙,262997.0,15529489.0,58.1,59.7,58.1,59.2,1.0,359.0
1621,1903,士紙,492438.0,27674004.0,57.8,57.8,55.4,55.6,-2.4,814.0
390,1904,正隆,694925.0,20142119.0,29.05,29.05,28.9,28.95,-0.1,569.0
1622,1904,正隆,2276301.0,64927274.0,28.9,28.95,28.3,28.35,-0.65,1775.0
391,1905,華紙,4308346.0,99501593.0,23.5,23.55,22.8,23.0,-0.4,2150.0
1623,1905,華紙,5066652.0,113459147.0,23.0,23.0,22.05,22.1,-0.9,2697.0
392,1906,寶隆,73267.0,1131428.0,15.45,15.55,15.25,15.5,0.0,117.0
1624,1906,寶隆,84692.0,1303366.0,15.6,15.6,15.2,15.4,-0.2,229.0
393,1907,永豐餘,1019755.0,30534576.0,30.0,30.05,29.9,29.9,-0.1,773.0
1625,1907,永豐餘,3204918.0,94797929.0,29.95,30.1,29.2,29.3,-0.7,2088.0
394,1909,榮成,853627.0,12727036.0,14.85,15.0,14.8,14.95,0.1,447.0
1626,1909,榮成,2863003.0,41635484.0,14.7,14.7,14.45,14.55,-0.15,772.0
395,2002,中鋼,27490595.0,684435824.0,25.05,25.05,24.8,24.85,-0.45,12558.0
1627,2002,中鋼,24856303.0,603582584.0,24.45,24.5,24.2,24.25,-0.3,11831.0
396,2002A,中鋼特,19679.0,852037.0,43.25,43.3,43.2,43.3,0.1,10.0
1628,2002A,中鋼特,16790.0,725197.0,43.2,43.25,43.15,43.25,0.05,36.0
397,2006,東和鋼鐵,1546779.0,109937088.0,71.5,71.5,70.7,70.8,-0.7,3714.0
1629,2006,東和鋼鐵,2670285.0,186674423.0,70.7,70.7,69.4,70.2,-0.5,4975.0
398,2007,燁興,1872489.0,21677864.0,11.6,11.75,11.4,11.45,-0.15,761.0
1630,2007,燁興,1474039.0,16638311.0,11.5,11.75,11.05,11.1,-0.4,690.0
399,2008,高興昌,22086.0,498572.0,22.5,22.8,22.5,22.75,0.1,52.0
1631,2008,高興昌,53359.0,1205707.0,22.7,22.7,22.5,22.6,-0.1,36.0
400,2009,第一銅,35113124.0,1813059861.0,50.0,53.5,49.1,51.3,2.2,20491.0
1632,2009,第一銅,31997394.0,1685403964.0,53.1,54.3,50.2,51.2,0.5,19200.0
401,2010,春源,1823612.0,38557997.0,21.65,21.65,20.9,21.25,-0.3,1255.0
1633,2010,春源,1933648.0,40260631.0,21.25,21.3,20.45,20.8,-0.45,1347.0
402,2012,春雨,34738.0,828902.0,24.05,24.05,23.8,23.85,-0.35,64.0
1634,2012,春雨,57636.0,1349324.0,23.6,23.7,23.3,23.3,-0.45,58.0
403,2013,中鋼構,137278.0,8423440.0,61.6,61.7,61.2,61.2,-0.4,205.0
1635,2013,中鋼構,298672.0,17922917.0,61.1,61.1,59.5,59.8,-1.8,379.0
404,2014,中鴻,7322175.0,168678781.0,23.1,23.2,22.8,23.0,-0.35,3493.0
1636,2014,中鴻,8310042.0,185064257.0,22.6,22.8,22.05,22.15,-0.5,4375.0
405,2015,豐興,547741.0,37673039.0,70.0,70.0,68.4,68.5,-1.0,506.0
1637,2015,豐興,642383.0,43384075.0,68.8,68.8,67.2,67.8,-1.0,512.0
406,2017,官田鋼,818570.0,11866118.0,14.65,14.65,14.4,14.4,-0.25,572.0
1638,2017,官田鋼,786953.0,11097012.0,14.4,14.4,14.0,14.1,-0.3,453.0
407,2020,美亞,1430077.0,54850950.0,38.75,38.75,38.2,38.45,-0.3,905.0
1639,2020,美亞,2376309.0,89514955.0,38.5,38.5,37.25,37.45,-1.05,1678.0
408,2022,聚亨,2510534.0,31261456.0,12.9,12.9,12.25,12.35,-0.4,1349.0
1640,2022,聚亨,1306933.0,15631596.0,12.0,12.15,11.85,11.85,-0.25,654.0
409,2023,燁輝,2277023.0,35393492.0,15.55,15.7,15.4,15.5,-0.25,1164.0
1641,2023,燁輝,3014848.0,45633837.0,15.5,15.5,15.0,15.15,-0.25,1379.0
410,2024,志聯,14255.0,306048.0,21.45,21.5,21.45,21.5,0.05,39.0
1642,2024,志聯,18942.0,404386.0,21.0,21.6,21.0,21.25,-0.1,47.0
411,2025,千興,3638350.0,43272568.0,12.05,12.2,11.65,11.9,-0.15,1416.0
1643,2025,千興,6565192.0,76371129.0,12.5,12.5,11.35,11.55,-1.05,2594.0
412,2027,大成鋼,3429649.0,125143412.0,36.6,36.65,36.35,36.5,-0.15,1942.0
1644,2027,大成鋼,9851526.0,362114023.0,37.0,37.0,36.35,36.7,0.0,5714.0
413,2028,威致,1209861.0,33356104.0,28.2,28.2,27.3,27.4,-0.85,735.0
1645,2028,威致,755742.0,19965559.0,27.25,27.25,26.0,26.3,-0.85,492.0
414,2029,盛餘,522412.0,15129695.0,29.15,29.2,28.8,29.0,-0.25,456.0
1646,2029,盛餘,1064869.0,29581490.0,28.2,28.25,27.55,27.85,-0.55,621.0
415,2030,彰源,545840.0,10144370.0,18.65,18.75,18.45,18.5,-0.4,372.0
1647,2030,彰源,762600.0,14022902.0,18.75,18.75,18.2,18.55,0.0,424.0
416,2031,新光鋼,2765178.0,167254637.0,61.1,61.3,60.0,60.1,-0.9,2048.0
1648,2031,新光鋼,2695703.0,158364902.0,60.2,60.4,58.1,58.4,-1.6,2020.0
417,2032,新鋼,458150.0,8107820.0,17.95,18.0,17.55,17.7,-0.25,349.0
1649,2032,新鋼,399605.0,7005620.0,17.8,18.1,17.1,17.15,-0.65,269.0
418,2033,佳大,887307.0,15949830.0,17.6,18.3,17.45,18.3,0.95,539.0
1650,2033,佳大,437979.0,7648754.0,18.15,18.15,17.0,17.05,-1.0,284.0
419,2034,允強,312010.0,7943887.0,25.6,25.6,25.4,25.5,-0.2,277.0
1651,2034,允強,628454.0,15818514.0,25.6,25.6,25.05,25.15,-0.3,421.0
420,2038,海光,1270273.0,25636575.0,20.4,20.4,20.05,20.05,-0.45,864.0
1652,2038,海光,1455429.0,28853152.0,20.3,20.45,19.55,19.8,-0.3,910.0
421,2049,上銀,1512579.0,384790134.0,254.5,257.0,253.0,253.0,-1.5,1961.0
1653,2049,上銀,2240599.0,537061846.0,241.0,243.0,237.0,237.5,-6.5,3022.0
422,2059,川湖,1449248.0,1947519805.0,1310.0,1365.0,1310.0,1355.0,80.0,2339.0
1654,2059,川湖,1221116.0,1454614585.0,1235.0,1235.0,1165.0,1175.0,-75.0,2777.0
423,2062,橋椿,256355.0,7282059.0,28.2,28.55,28.2,28.5,0.3,169.0
1655,2062,橋椿,661138.0,18146465.0,28.2,28.2,27.2,27.4,-0.9,412.0
424,2069,運錩,196223.0,3207981.0,16.5,16.5,16.3,16.35,-0.15,118.0
1656,2069,運錩,166903.0,2705867.0,16.5,16.5,16.05,16.1,-0.3,107.0
425,2101,南港,24819678.0,1121798873.0,43.05,46.9,42.85,46.7,4.05,8854.0
1657,2101,南港,17181220.0,787948498.0,46.6,47.05,45.2,46.2,-1.15,7074.0
426,2102,泰豐,720677.0,13052227.0,17.6,18.5,17.55,18.15,0.6,448.0
1658,2102,泰豐,729868.0,12709241.0,17.9,17.9,17.25,17.35,-0.6,604.0
427,2103,台橡,3028272.0,73232687.0,23.8,24.35,23.65,24.2,0.4,1875.0
1659,2103,台橡,2532784.0,60525826.0,24.05,24.3,23.5,23.6,-0.55,1461.0
428,2104,國際中橡,2062756.0,35848914.0,17.3,17.65,17.15,17.55,0.25,918.0
1660,2104,國際中橡,1552495.0,26564833.0,17.35,17.35,17.0,17.05,-0.35,889.0
429,2105,正新,4111456.0,200953918.0,48.65,49.3,48.5,48.7,-0.5,3654.0
1661,2105,正新,5173048.0,250553287.0,48.95,49.25,48.0,48.2,-1.25,4179.0
430,2106,建大,1041239.0,34819950.0,33.5,33.55,33.25,33.5,0.2,718.0
1662,2106,建大,2601210.0,87525654.0,33.9,33.9,32.5,32.9,-1.15,1566.0
431,2107,厚生,496379.0,12536096.0,25.05,25.45,25.05,25.45,0.4,297.0
1663,2107,厚生,902352.0,22496988.0,25.45,25.6,24.7,24.95,-0.5,719.0
432,2108,南帝,367338.0,12386497.0,33.8,33.9,33.55,33.6,0.05,316.0
1664,2108,南帝,588032.0,19272598.0,33.1,33.2,32.6,32.65,-0.55,538.0
433,2109,華豐,1714363.0,30241967.0,17.4,17.75,17.4,17.7,0.45,843.0
1665,2109,華豐,2242899.0,38825650.0,17.7,17.7,17.2,17.3,-0.4,770.0
434,2114,鑫永銓,43310.0,4718085.0,108.5,109.5,108.5,109.0,0.0,62.0
1666,2114,鑫永銓,78945.0,8498455.0,108.5,108.5,107.0,107.5,-1.5,111.0
435,2115,六暉-KY,178953.0,5473562.0,30.6,30.7,30.45,30.6,0.15,147.0
1667,2115,六暉-KY,192667.0,5820669.0,30.4,30.4,30.1,30.25,-0.35,152.0
436,2201,裕隆,2476829.0,171518598.0,69.3,69.8,68.9,69.0,-0.3,2218.0
1668,2201,裕隆,6875372.0,465263566.0,69.0,69.0,67.0,67.4,-1.9,5146.0
437,2204,中華,6098467.0,897437303.0,142.0,150.0,141.5,147.5,5.5,4830.0
1669,2204,中華,4382752.0,615447634.0,145.5,146.0,136.5,138.5,-8.0,3835.0
438,2206,三陽工業,4706748.0,354189992.0,74.6,75.9,74.4,75.2,0.7,3444.0
1670,2206,三陽工業,9859835.0,725537991.0,76.0,76.0,72.6,72.7,-3.4,8037.0
439,2207,和泰車,325042.0,207312994.0,638.0,640.0,635.0,638.0,-4.0,603.0
1671,2207,和泰車,624350.0,386617517.0,632.0,636.0,613.0,613.0,-22.0,1762.0
440,2208,台船,3219944.0,61491512.0,19.2,19.25,19.0,19.05,-0.1,1741.0
